restaurant;address;country;country_code;neighborhood;type;cost
Nino's Bellissima Pizza;890 Second Ave.;New York;NY;Midtown East;Italian;$$$
Noble Food & Wine;7 Spring Street;New York;NY;NoLita;American;$$$
Nobu Fifty Seven;40 W 57th St;New York;NY;Midtown West;Japanese;$$$$$
Nobu New York;105 Hudson St;New York;NY;TriBeCa;Japanese;$$$$
Nobu Next Door;105 Hudson St;New York;NY;TriBeCa;Sushi;$$$$
Nocello;257 West 55th St;New York;NY;Midtown West;Italian;$$$
Nocello;257 West 55th Street;New York;NY;Theater;Italian;$$$$
Nonna;520 Columbus Ave;;;;;
Norma's;118 West 57th Street;New York;NY;Midtown West;American;$$
North Square Restaurant and Lounge;103 Waverly Place;New York;NY;Greenwich Village;American;$$$$
Nougatine;1 Central Park West;New York;NY;American;$$$$;
Novecento;343 W Broadway;New York;NY;SOHO;South American;$$$
Novita;102 E 22nd Street;New York;NY;Gramercy Park;Italian;$$$
Nyonya;194 Grand Street;New York;NY;Little Italy;Malaysian;$
Ocean Grill;384 Columbus Ave;New York;NY;Upper West Side;Seafood;$$$
Oceana;55 E 54th St;New York;NY;Midtown East;Seafood;$$$$
Odeon;145 W Broadway;New York;NY;TriBeCa;French;$$$
Old Devil Moon;511 E 12th St;New York;NY;East Village;Southern;$
Old Homestead;56 9th Ave;New York;NY;Meatpacking District;Steakhouse;$$$$
Oliva;161 East Houston Street;New York;NY;Lower East Side;American;$$
Olives;201 Park Ave S - W Hotel;New York;NY;Union Square;Mediterranean;$$$
Ollie's Restaurant;1991 Broadway;New York;NY;Upper West Side;Chinese;$
Omen;113 Thompson Street;New York;NY;SOHO;Japanese;$$$
Once Upon a Tart;135 Sullivan Street;New York;NY;SOHO;American;$
One;1 Little West 12th St;New York;NY;Meatpacking District;American;$$$
One If by Land;Two If by Sea, 17 Barrow St;New York;NY;Greenwich Village;American;$$$$
One Little West 12;1 Little West 12th St.;New York;NY;Meatpacking District;American;$$
Onieal's Grand Street;174 Grand St;New York;NY;SOHO;American;$$$
Ono;18 Ninth Ave;New York;NY;Meatpacking District;Sushi;$$$$
Open the Sesame;198A Orchard St.;New York;NY;Lower East Side;Thai;$
Oriental Garden;14 Elizabeth St;New York;NY;Chinatown;Chinese;$
Osteria Al Doge;142 West 44th St;New York;NY;Midtown West;Italian;$$$
Osteria Del Circo;120 W 55th St;New York;NY;Midtown West;Italian;$$$$
Osteria Gelsi;507 Ninth Ave;New York;NY;Midtown West;Italian;$$$
Ostia Tapeo;113 Seventh Ave. S.;New York;NY;Greenwich Village;Small Plates;$$
Otto;1 Fifth Ave;New York;NY;Greenwich Village;Italian;$$$$
Ouest;2315 Broadway;New York;NY;Upper West Side;American;$$$$
Outback Steakhouse;60 W 23rd St;New York;NY;Flatiron;Steakhouse;$$
P.J. Clarke's;915 Third Ave;;;;;
P.J. Clarke's;44 W. 63rd Street;;;;;
Paladar;161 Ludlow St;New York;NY;Lower East Side;Nuevo Latino;$$
Pam Real Thai Food;404 W 49th St;New York;NY;Midtown West;Asian;$
Pampa;768 Amsterdam Avenue;New York;NY;Upper West Side;South American;$$
Pampano;209 E 49th St;New York;NY;Midtown East;Mexican;$$$
Paradou;8 Little W 12th St;New York;NY;Meatpacking District;French;$$
Paris Commune;99 Bank St;New York;NY;West Village;Continental;$$
Park;The, 118 10th Ave;New York;NY;Chelsea;Mediterranean;$$$
Park Avenue Cafe;100 East 63rd St (@ Park Avenue);New York;NY;Upper East Side;American;$$$$
Park Bistro;414 Park Ave South;New York;NY;SOHO;French;$$$
Park East Grill;1564 2nd Avenue;New York;NY;Upper East Side;Jewish;$
Parlor Steakhouse;1600 3rd Ave;New York;NY;Upper East Side;Steakhouse;$$$$
Pasha;70 W 71st St;New York;NY;Upper West Side;Middle Eastern;$$$
Pastis;9 Ninth Ave;New York;NY;Meatpacking District;French;$$$
Patsy's;236 W 56th St;New York;NY;Midtown West;Italian;$$$
Paul's Da Burger Joint;131 2nd avenue;New York;NY;East Village;American;$$
Payard Bistro;1032 Lexington Avenue;New York;NY;Upper East Side;French;$$$
Peanut Butter & Co.;240 Sullivan St;;;;;
Pearl Oyster Bar;18 Cornelia Street;New York;NY;Greenwich Village;Seafood;$$$
Peasant;194 Elizabeth St;New York;NY;NoLita;Italian;$$$
Peep;177 Prince St;New York;NY;SOHO;Asian;$$
Penelope;159 Lexington Ave;New York;NY;Murray Hill;American;$
Pepe Giallo;253 10th Ave;;;;;
Pepe Rosso;149 Sullivan St;New York;NY;SOHO;Italian;$
Per Se;10 Columbus Circle, 4th Fl (60th St);New York;NY;Upper West Side;American;$$$$$
Pera;303 Madison Avenue;New York;NY;Midtown East;Mediterranean;$$$$
Perbacco;234 E Fourth St;New York;NY;East Village;Italian;$$$
Peri Ela;1361 Lexington Avenue;New York;NY;Upper East Side;Turkish;$$
Perilla;9 Jones Street;New York;NY;Greenwich Village;American;$$$$
Periyali;35 W 20th St;New York;NY;Flatiron;Greek;$$$$
Perry St.;176 Perry St;New York;NY;West Village;French;$$$$
Persimmon;277 E 10th St;New York;NY;Korean;$$$$;
Pescatore;955-957 2nd Ave;New York;NY;Midtown East;Indian;$$$
Petite Abeille;400 West 14th St;New York;NY;Chelsea;Belgian;$
Petrossian;182 W 58th St;New York;NY;Midtown West;Continental;$$$$
Philip Marie;569 Hudson St;New York;NY;West Village;American;$$$
Pho Bang Restaurant Inc;St Pike St;New York;NY;Chinatown;Asian;$
Piadina;57 W 10th St;New York;NY;Greenwich Village;Italian;$$
Piano Due;151 W 51st St;New York;NY;Midtown West;Italian;$$$$
Piccolo Angolo;621 Hudson St;New York;NY;West Village;Italian;$$
Piccolo Ristorante;226 Third Ave;New York;NY;Chelsea;Mediterranean;$$
Picholine;35 W 64th St;New York;NY;Upper West Side;Mediterranean;$$$$
Pig Heaven;1540 Second Ave;New York;NY;Midtown West;Chinese;$$
Pinch;416 Park Ave S;New York;NY;Gramercy Park;Pizza;$
Ping's Seafood;22 Mott St;New York;NY;Chinatown;Chinese;$
Pinkberry Frozen Yogurt;240 E 82nd St;New York;NY;Dessert;;
Pipa;38 E 19th Street;New York;NY;Flatiron;$$$;
Pisticci;125 La Salle St;New York;NY;Harlem;Italian;$
Pizza 33;171 W 23rd St;New York;NY;Chelsea;Pizza;$
Pizzeria de Santo;173 Ludlow St.;New York;NY;Lower East Side;Pizza;$
Po;31 Cornelia St;New York;NY;Greenwich Village;Italian;$$$
Poke;343 E. 85th St.;New York;NY;Sushi;$$;
Pomme Frites;123 2nd Ave;New York;NY;Belgian;$;
Pongal;110 Lexington Ave.;New York;NY;Murray Hill;Indian;$$
Popover Cafe;551 Amsterdam Ave;New York;NY;Upper West Side;American;$
Porchetta;110 East 7th Street;New York;NY;East Village;Italian;$$$
Porters New York;216 Seventh Avenue;New York;NY;Chelsea;American;$$
Positano;122 Mulberry St;New York;NY;Little Italy;Italian;$$
Post House;28 E 63rd St (Between Park Ave & Madison Ave);New York;NY;Upper East Side;Steakhouse;$$$$
Prem-On Thai;138 W Houston St;New York;NY;Greenwich Village;Thai;$$
Prime Grill;60 E 49th St;New York;NY;Midtown East;Jewish;$$$$
Primitivo Osteria;202 West 14th Street;New York;NY;West Village;Italian;$$$
Provence;38 Macdougal Street;New York;NY;SOHO;French;$$
Prune;54 E First St;New York;NY;East Village;American;$$$
Public;210 Elizabeth St;New York;NY;NoLita;International;$$$
Pukk;71 First Ave;New York;NY;East Village;Thai;$
Pump Energy Food;40 West 55th Street;New York;NY;Midtown West;International;$
Pure Food and Wine;54 Irving Pl;New York;NY;Gramercy Park;Vegetarian;$$$$
Puttanesca;859 9th Avenue;New York;NY;Midtown West;Italian;$$
Pylos;128 E Seventh St;New York;NY;East Village;Greek;$$
P’ONG;150 W 10th St;New York;NY;Continental;$$$;
Quality Meats;57 W 58th St;New York;NY;Midtown West;Steakhouse;$$$$
Quartino;21 Peck Slip;;;;;
Rack and Soul;2818 Broadway;New York;NY;Upper West Side;Barbecue;$$
Radio Perfecto;190 Ave B;New York;NY;East Village;American;$$
Rain West - CLOSED;100 West 82nd Street;New York;NY;Upper West Side;Asian;$$
Rainbow Room;30 Rockefeller Plaza65th Floor;New York;NY;Midtown West;Italian;$$$$
Rao's;455 East 114th St;New York;NY;Harlem;Italian;$$$$
Raoul's;180 Prince St;New York;NY;SOHO;French;$$$
Red Cat;227 Tenth Avenue;New York;NY;Chelsea;American;$$$
Redeye Grill;890 Seventh Ave;New York;NY;Midtown West;American;$$$
Remi;145 W 53rd St;New York;NY;Midtown West;Italian;$$$
Republic;37 Union Square W;New York;NY;Union Square;Asian;$
Resto;111 E. 29th Street;New York;NY;Gramercy Park;Belgian;$$
Revel;10 Little W. 12th Street;New York;NY;Meatpacking District;International;$$$$
Revival;2367 Frederick Douglass Blvd;New York;NY;Harlem;Caribbean;$$
Ribot;780 Third Ave;;;;;
Rice;277 Mott Street;New York;NY;NoLita;International;$
Rice 'N' Beans;744 9th Ave;New York;NY;Midtown West;South American;$
Riingo;205 E. 45th St;New York;NY;Midtown East;Japanese;$$$$
Risotteria;270 Bleecker St;;;;;
Roberto Passon;741 Ninth Ave;New York;NY;Midtown West;Italian;$$$
Rocco Restaurant;181 Thompson St;New York;NY;Greenwich Village;Italian;$$
Rock Center Cafe;2 W 50th St;New York;NY;Midtown West;American;$$$
Rocking Horse;182 Eighth Ave;New York;NY;Chelsea;Mexican;$$
Rolf's;281 Third Ave.;New York;NY;German;$$;
Roppongi Restaurant;200 W 81st St;New York;NY;Upper West Side;Sushi;$$
Rosa Mexicano;61 Columbus Avenue;New York;NY;Upper West Side;Mexican;$$$
Rosa Mexicano;9 E 18th St;New York;NY;Flatiron;Mexican;$$$
Rosa Mexicano - First Avenue;1063 First Ave;New York;NY;Midtown East;Mexican;$$$
Roy's;130 Washington St;New York;NY;TriBeCa;Fusion;$$$
Rub Bbq;208 W 23rd St;;;;;
Ruby Foo's Times Square;1626 Broadway;New York;NY;Midtown West;Pan-Asian;$$$
Ruby Foo's Uptown;2182 Broadway;New York;NY;Upper West Side;Pan-Asian;$$$
Rue 57;60 West 57th Street;;;;;
Russian Samovar;256 W 52nd St;New York;NY;Midtown West;Continental;$$$
Ruth's Chris Steak House;148 West 51st Street;New York;NY;Midtown West;Steakhouse;$$$$
S.O.B.'s;200 Varick St;New York;NY;SOHO;Brazilian;$
Sachiko's On 25 Clinton;25 Clinton St;New York;NY;Lower East Side;Japanese;$$$
Sacred Chow;227 Sullivan Street;New York;NY;Greenwich Village;Vegetarian;$
Sal Anthony's S.P.Q.R.;133 Mulberry St;New York;NY;Little Italy;Italian;$$
Sala;344 Bowery;New York;NY;NoLita;Spanish;$$
Salaam Bombay;319 Greenwich St;New York;NY;TriBeCa;Indian;$$
Salmon River;3 East 40th Street;New York;NY;Murray Hill;Seafood;$$
Salt;58 Macdougal St;New York;NY;SOHO;American;$$$
Salt Bar;29 Clinton St;New York;NY;Lower East Side;American;$$$
Salud Restaurant and Bar;142 Beekman Street;;;;;
Salute;270 Madison Ave;New York;NY;Murray Hill;Italian;$
Sambuca;20 W 72nd St;New York;NY;Upper West Side;Italian;$$
Sammy's Roumanian;157 Chrystie St;New York;NY;Lower East Side;European;$$$
San Domenico;240 Central Park South;New York;NY;Midtown West;Italian;$$$$
Sanctuary T;337 West Broadway;New York;NY;SOHO;Continental;$$$
Sant Ambroeus;259 W Fourth St;New York;NY;West Village;Italian;$$$
Santa Fe;73 W 71st St;New York;NY;Upper West Side;Southwestern;$$
Sapa;43 West 24th Street;New York;NY;Chelsea;Asian;$$$
Sapphire;1845 Broadway;New York;NY;Upper West Side;Indian;$$$
Sardi's;234 West 44th Street;New York;NY;Midtown West;Continental;$$$
Sarge's Deli;548 Third Avenue;New York;NY;Murray Hill;Deli;$
Saucy;1409 York Avenue;New York;NY;Upper East Side;International;$$
Savann;414 Amsterdam Ave;New York;NY;Upper West Side;French;$$
Savoy;70 Prince St;New York;NY;SOHO;American;$$$
Scaletta;50 W 77th St;New York;NY;Midtown West;Italian;$$$
Scalinatella;201 East 61st Street;New York;NY;Upper East Side;Italian;$$$$
Scalini Fedeli;165 Duane St;New York;NY;TriBeCa;Italian;$$$$
Scarlatto;250 W 47th St;New York;NY;Midtown West;Italian;$$
Scarpetta;355 W 14th St;New York;NY;Meatpacking District;Italian;$$$$
Schiller's Restaurant;131 Rivington St;New York;NY;Lower East Side;International;$$
Sea;75 Second Ave;New York;NY;East Village;Asian;$
Sea Grill;19 West 49th Street;New York;NY;Midtown West;Seafood;$$$$
Sequoia;Pier 17;New York;NY;Wall Street;Seafood;$$
Serendipity 3;225 E 60th St;New York;NY;Upper East Side;American;$
Sevilla Restaurant and Bar;62 Charles St& West 4th St;New York;NY;West Village;Spanish;$$
Sezz Medi';1260 Amsterdam Ave;New York;NY;Harlem;Mediterranean;$$
Sfoglia;1402 Lexington Avenue;New York;NY;Upper East Side;Italian;$$$$
Shaburi;125 E 39th St;New York;NY;Murray Hill;Japanese;$$$
Shaffer City Oyster Bar & Grill;5 W 21st St;New York;NY;Flatiron;Seafood;$$$
Shake Shack;366 Columbus Ave;New York;NY;Upper West Side;American;$$
Shake Shack;11 Madison Ave;New York;NY;Flatiron;American;$$
Shula's Steak House;270 W 43rd St;New York;NY;Midtown West;American;$$$$
Shun Lee Cafe;43 W 65th St;;;;;
Shun Lee Palace;155 E 55th Street;New York;NY;Midtown East;Chinese;$$$
Shun Lee West;43 W. 65th St.;New York;NY;Chinese;$$$;
Sip Sak;928 Second Ave;New York;NY;Midtown East;Middle Eastern;$
Slane;102 MacDougal St;New York;NY;West Village;Irish;$$
Smith & Wollensky;797 Third Ave;New York;NY;Midtown East;Steakhouse;$$$
Smorgas Chef;283 W. 12th St.;New York;NY;Scandinavian;----;
Snack;105 Thompson St;New York;NY;SOHO;Greek;$
Snack Taverna;63 Bedford St;New York;NY;West Village;Greek;$$
Soba-Ya;229 E Ninth St;New York;NY;East Village;Asian;$
Sofrito;400 E. 57th St.;New York;NY;Nuevo Latino;$$;
Sol Y Sombra;462 Amsterdam Ave;New York;NY;Upper West Side;Spanish;$
Solera;216 E 53rd St;New York;NY;Midtown East;Spanish;$$$
Son Cubano;361 Greenwich St;New York;NY;Meatpacking District;Cuban;$$$
Soto;357 Sixth;New York;NY;Greenwich Village;Sushi;$$$
Soto;357 Sixth Avenue;New York;NY;Greenwich Village;Sushi;$$$$
Southside Cafe;252 W 47th Street;New York;NY;Theater;Italian;$$
Sparks Steak House;210 E 46th Street;New York;NY;Midtown East;Steakhouse;$$$
Spice;1411 Second Ave;New York;NY;Upper East Side;Asian;$
Spice;104 Second Ave.;New York;NY;East Village;Thai;$$
Spice Market;403 W 13th St;New York;NY;Meatpacking District;Malaysian;$$$
Spigolo;1561 Second Ave;New York;NY;Upper East Side;Italian;$$$
Spotlight Live;1604 Broadway;New York;NY;Theater;American;$$$$
Spotted Pig;The, 314 W 11th St;New York;NY;West Village;British;$$$
Spring St Natural Restaurant;62 Spring St;New York;NY;NoLita;Vegetarian;$
Stage Deli;834 Seventh Avenue;New York;NY;Midtown West;Deli;$
Stand;24 E. 12th Street;New York;NY;Greenwich Village;American;$
Stanton Social;99 Stanton St;New York;NY;Lower East Side;International;$$$
Stanton Social Club;99 Stanton Street;New York;NY;Small Plates;$$$;
Steak Frites;9 East 16th Street;New York;NY;Union Square;French;$$
Stella Di Mare;346 Lexington Avenue;New York;NY;Murray Hill;Italian;$$$
Stella Maris;213 Front St.;New York;NY;Financial District;European;$$
Strip House;13 E 12th St;New York;NY;Greenwich Village;Steakhouse;$$$
Suba;109 Ludlow St;New York;NY;Lower East Side;Spanish;$$$
Suenos;311 W 17th St;New York;NY;Chelsea;Mexican;$$$
Sugiyama;251 W 55th St;New York;NY;Midtown West;Japanese;$$$$
Sui;54 Spring Street;New York;NY;Lower East Side;Japanese;$$$
Supper;156 E Second St;New York;NY;East Village;Italian;$$
Surya;302 Bleecker St;New York;NY;West Village;Indian;$$
Sushi Of Gari;402 E 78th St;New York;NY;Upper East Side;Sushi;$$$$
Sushi Samba;245 Park Ave South;New York;NY;Flatiron;Sushi;$$$
Sushi Seki;1143 1st Ave;New York;NY;Upper East Side;Sushi;$$$
Sushi Yasuda;204 E 43rd St;New York;NY;Midtown East;Japanese;$$$$$
Sushi Zen;108 W 44th St;New York;NY;Midtown West;Sushi;$$$
Sushisamba 7;87 Seventh Ave South;New York;NY;Greenwich Village;Sushi;$$$
Swagat Indian Cuisine;411a Amsterdam Ave;;;;;
Swing 46;349 W. 46 St;New York;NY;Theater;American;$$$
Swizz;310 W 53rd St;New York;NY;Midtown West;Swiss;$$
Tabla;11 Madison Ave;New York;NY;Gramercy Park;Indian;$$$$
Taboon;773 10th Ave;New York;NY;Midtown West;Mediterranean;$$$
Tailor;525 Broome St.;;;;;
Takahachi Tribeca;145 Duane St;New York;NY;TriBeCa;Japanese;$$
Talay;701 W 135th St;New York;NY;Harlem;Thai;$$$
Tamarind;41-43 E 22nd St;New York;NY;Flatiron;Indian;$$$
Tang Pavilion;65 W 55th St;New York;NY;Midtown West;Chinese;$$
Tao;42 E 58th Street;New York;NY;Midtown East;Asian;$$$
Taormina;147 Mulberry St;New York;NY;Little Italy;Italian;$$
Tartine;253 W 11th St;New York;NY;West Village;French;$
Tasting Room;72 E First St;New York;NY;East Village;American;$$$
Tavern on the Green;Central Park W.;;;;;
Tea & Sympathy;108 Greenwich Ave;New York;NY;West Village;British;$
Telepan;72 West 69th Street;New York;NY;Midtown West;American;$$$$
Tello's;263 W 19th St;New York;NY;Chelsea;Italian;$$
Tenzan;285 Columbus Ave;New York;NY;Upper West Side;Japanese;$$
Tenzan;988 Second Avenue;New York;NY;Midtown East;Sushi;$$$$
Tequila's Chito's Mexican Bar & Grill;358 W 23rd St;New York;NY;Chelsea;Mexican;$$
Teresa's;103 1st Ave;New York;NY;East Village;Polish;$
Terrace In The Sky;400 West 119th Street;New York;NY;Upper West Side;French;$$
The American;235 Mulberry St.;New York;NY;NoLita;American;$
The Cafe Carlyle;35 E 76 St;;;;;
The Cupping Room Cafe;359 West Broadway;;;;;
The Four Seasons;99 E 52nd St;New York;NY;Midtown East;Continental;$$$$
The Harrison;355 Greenwich St;New York;NY;TriBeCa;American;$$$
The House;121 E. 17th Street;New York;NY;Gramercy Park;Mediterranean;$$$$
The Mezzanine Restaurant;235 W 46th Street;New York;NY;Theater;Mediterranean;$$
The Modern;9 W 53rd St;New York;NY;Midtown West;American;$$$$
The New French;522 Hudson St;New York;NY;Greenwich Village;French;$$$
The Pink Tea Cup;42 Grove St;New York;NY;West Village;Southern;$
The Place;310 W Fourth St;New York;NY;West Village;American;$$$
The Place on West 10th;142 W 10th St;New York;NY;Greenwich Village;American;$$$
The Pump Energy Food;275 Madison Ave.;;;;;
The Redhead;349 E. 13th Street;New York;NY;East Village;American;$$$
The Sunburnt Cow;137 Avenue C;New York;NY;East Village;Australian;$
Thor;Hotel on Rivington;New York;NY;Lower East Side;American;$$$$
Three Of Cups;83 First Ave;New York;NY;East Village;Italian;$
Tia Pol;205 Tenth Ave;New York;NY;Chelsea;Spanish;$$
Tocqueville;1 E 15th St;New York;NY;Union Square;American;$$$$
Tomo;2850 Broadway;New York;NY;Harlem;Sushi;$
Tomoe Sushi;172 Thompson St;New York;NY;Greenwich Village;Sushi;$$
Tong;39 E. 13th St.;New York;NY;Thai;$$$;
Tony's Di Napoli;1606 2nd Avenue;;;;;
Town;Chambers Hotel, 15 West 56th St;New York;NY;Midtown West;American;$$$$
Trattoria Dell'Arte;900 Seventh Ave;New York;NY;Midtown West;Italian;$$$
Tribeca Grill;375 Greenwich St;New York;NY;TriBeCa;American;$$$
Triomphe;49 West 44th Street;New York;NY;Midtown West;French;$$$$
Troy Turkish Grill;539 9th Ave;New York;NY;Midtown West;Turkish;$
Tsampa;212 E Ninth St;New York;NY;East Village;Southeast Asian;$
Tse Yang;34 East 51st Street;New York;NY;Midtown East;Chinese;$$$
Turkish Cuisine;631 9th Ave;New York;NY;Midtown West;Middle Eastern;$$
Turkish Kitchen;386 Third Ave;New York;NY;Midtown East;Turkish;$$$$
Turkuaz;2637 Broadway;New York;NY;Harlem;Middle Eastern;$$
Tuscan Square;16 W 51st St;New York;NY;Midtown West;Italian;$$$
Two Boots Lower East Side;384 Grand Street;New York;NY;Lower East Side;Pizza;$
Two Boots Rock Center;30 Rockefeller Plaza;New York;NY;Midtown West;Pizza;$
Two Boots To Go;42 Avenue A;New York;NY;East Village;Pizza;$
Two Boots To Go Go;74 Bleecker Street;New York;NY;SOHO;Pizza;$
Two Boots To Go West;201 West 11th Street;New York;NY;West Village;Pizza;$
Una Pizza Napoletana;349 E 12th St;New York;NY;East Village;Pizza;$
Uncle Jack's Steakhouse-Nyc;440 9th Avenue;New York;NY;Midtown East;Steakhouse;$$$
Uncle Nick's;747 9th Ave;New York;NY;Midtown West;Greek;$$
Union Square Cafe;21 E 16th St;New York;NY;Union Square;American;$$$$
Upstairs;130 W Broadway, 2nd Fl;New York;NY;TriBeCa;International;$$$
Urena;37 E 28th St;New York;NY;Gramercy Park;Spanish;$$$
Uskudar Turkish Restaurantt;1405 Second Ave;New York;NY;Upper East Side;Middle Eastern;$$
Utsav;1185 Sixth Ave, 2nd Fl;New York;NY;Midtown West;Indian;$$$
Varietal;138 W. 25th Street;New York;NY;Chelsea;American;$$$$
Vatan;409 Third Ave;New York;NY;Gramercy Park;Indian;$$
Veniero's;342 E 11th St;New York;NY;East Village;American;$
Vento;675 Hudson St;New York;NY;Meatpacking District;Italian;$$$
Veritas;43 E 20th St;New York;NY;Union Square;American;$$$$
Veselka Restaurant;144 2nd Ave;New York;NY;East Village;American;$
Vespa Cibobouno;1625 Second Ave;;;;;
Via Brasil;34 W 46 St;New York;NY;Midtown West;South American;$$
Viceversa;325 W 51st St;New York;NY;Midtown West;Italian;$$$$
Vico Ristorante;1302 Madison Ave;New York;NY;Upper East Side;Italian;$$$
Victor's Cafe;236 West 52 St;New York;NY;Midtown West;Cuban;$$$
Villa Mosconi Restaurant;69 Macdougal St;New York;NY;Greenwich Village;Italian;$$$
Village;62 W Ninth St;New York;NY;Greenwich Village;French;$$$
Vincent's Restaurant;119 Mott St;New York;NY;Little Italy;Italian;$$
Vintage Irving;118A E. 15th St.;New York;NY;Union Square;Small Plates;$$$
Vong;200 East 54th St;New York;NY;Midtown East;Thai;$$$$
Waikiki Wally's;101 East 2nd Street;New York;NY;East Village;Hawaiian;$$$
Walker's;16 N Moore St;New York;NY;TriBeCa;American;$
Wallse;344 W 11th St;New York;NY;West Village;Austrian;$$$$
Wd-50;50 Clinton St;New York;NY;Murray Hill;American;$$$$
Westville;210 W 10th St;New York;NY;West Village;American;$
Westville East;173 Ave. A;New York;NY;East Village;American;$
Whym;889 Ninth Ave.;;;;;
Wichcraft;397 Greenwich St;New York;NY;TriBeCa;American;$
Wild Ginger;51 Grove St.;New York;NY;Thai;$$$;
Wildwood BBQ;225 Park Avenue South;New York;NY;Gramercy Park;Barbecue;$$$
Wo Hop Restaurant;17 Mott St;;;;;
Wogies Restaurant;39 Greenwich Ave;New York;NY;West Village;American;$
Wolfgang's Steakhouse;4 Park Avenue;New York;NY;Murray Hill;Steakhouse;$$$$
Wollensky's Grill;205 East 49th Street;New York;NY;Midtown East;American;$$$
Won Jo;23 W 32nd St;New York;NY;Midtown West;Korean;$$
Woo Lae Oak;148 Mercer St;New York;NY;SOHO;Korean;$$$
Xing;785 Ninth Ave;New York;NY;Midtown West;Asian;$$$
Xunta;174 First Ave;New York;NY;East Village;Spanish;$
Yakitori Totto;251 W. 55th St., 2nd fl;New York;NY;Midtown West;Japanese;$$$
Yama;38-40 Carmine St;New York;NY;Midtown East;Sushi;$$
Yozakura Kushiyaki Bar;168 Ludlow St;New York;NY;Lower East Side;Japanese;$
Yuca Bar;111 Ave A;New York;NY;East Village;Nuevo Latino;$
Yuka;1557 2nd Ave;;;;;
Yuki Sushi;656 Amsterdam Ave;New York;NY;Upper West Side;Sushi;$
Za3calo;174 E 82nd St;New York;NY;Upper East Side;Mexican;$$
Zabar's Cafe;2245 Broadway;New York;NY;Upper West Side;Deli;$
Zarela's;953 Second Ave;New York;NY;Midtown East;Mexican;$$$
Zebu Grill;305 E 92nd St;New York;NY;Upper East Side;South American;$$
Zen Palate;34 East Union Sq;New York;NY;Union Square;Vegetarian;$
Zerza;304 E Sixth St;New York;NY;East Village;Moroccan;$$
Zeytin;519 Columbus Ave;New York;NY;Upper West Side;Turkish;$$
Zoe;90 Prince St;New York;NY;SOHO;American;$$$
Zoma;2084 Frederick Douglass Blvd.;New York;NY;Harlem;Ethiopian;$$
Zona Rosa;40 W 56th St;;;;;
Zum Schneider;107 Ave C;New York;NY;East Village;German;$
Zuni;598 Ninth Ave;New York;NY;Theater;American;$$
Zutto;77 Hudson Street;New York;NY;TriBeCa;Sushi;$$
db Bistro Moderne;55 W 44th Street;New York;NY;Midtown West;French;$$$$
earth NYC;116a 10th Avenue;New York;NY;Chelsea;Asian;$$
p*ong;150 W. 10th Street;New York;NY;Greenwich Village;Dessert;$$
